employee_id,full_name,department,salary,performance_score,hire_year
1044,Employee_1044,Sales,63792.0,Exceeds Expectations,2021
1045,Employee_1045,Product,128969.0,Outstanding,2018
1046,Employee_1046,Marketing,98001.0,Needs Improvement,2022
1047,Employee_1047,HR,131552.0,Exceeds Expectations,2025
1048,Employee_1048,Sales,78897.0,Needs Improvement,2024
1049,Employee_1049,Sales,123148.0,Outstanding,2019
1050,Employee_1050,HR,78483.0,Needs Improvement,2023
1051,Employee_1051,Marketing,103555.0,Outstanding,2019
1052,Employee_1052,HR,72159.0,Meets Expectations,2024
1053,Employee_1053,Sales,135077.0,Exceeds Expectations,2018
1054,Employee_1054,Finance,90920.0,Exceeds Expectations,2023
1055,Employee_1055,Operations,122121.0,Needs Improvement,2024
1056,Employee_1056,Operations,124479.0,Exceeds Expectations,2022
1057,Employee_1057,Operations,144475.0,,2025
1058,Employee_1058,Sales,74457.0,Outstanding,2019
1059,Employee_1059,Operations,121557.0,Needs Improvement,2022
1060,Employee_1060,Finance,132189.0,Outstanding,2023
1061,Employee_1061,Product,133953.0,Meets Expectations,2023
1062,Employee_1062,HR,107995.0,Meets Expectations,2019
1063,Employee_1063,Finance,,Exceeds Expectations,2022
1064,Employee_1064,HR,64692.0,Outstanding,2020
1065,Employee_1065,Marketing,100758.0,Meets Expectations,2022
1066,Employee_1066,Marketing,127409.0,Needs Improvement,2023
1067,Employee_1067,Sales,126211.0,Needs Improvement,2022
1068,Employee_1068,Finance,120697.0,Outstanding,2025
1069,Employee_1069,Marketing,92065.0,Outstanding,2024
1070,Employee_1070,Engineering,87606.0,Exceeds Expectations,2018
1071,Employee_1071,Operations,66534.0,Meets Expectations,2025
1072,Employee_1072,Product,95397.0,Outstanding,2020
1073,Employee_1073,Finance,56016.0,Needs Improvement,2021
1074,Employee_1074,Operations,144789.0,Outstanding,2024
1075,Employee_1075,Finance,110591.0,Needs Improvement,2018
1076,Employee_1076,HR,144812.0,Meets Expectations,2021
1077,Employee_1077,HR,78247.0,Meets Expectations,2019
1078,Employee_1078,Marketing,,Needs Improvement,2021
1079,Employee_1079,Engineering,129065.0,Meets Expectations,2024
1080,Employee_1080,Marketing,137798.0,Needs Improvement,2022
1081,Employee_1081,Finance,64268.0,Meets Expectations,2024
1082,Employee_1082,HR,,Exceeds Expectations,2025
1083,Employee_1083,Engineering,67185.0,Outstanding,2021
1084,Employee_1084,HR,118704.0,Meets Expectations,2023
1085,Employee_1085,Operations,141779.0,Exceeds Expectations,2018
1086,Employee_1086,Engineering,94099.0,Meets Expectations,2018
1087,Employee_1087,Engineering,63571.0,Exceeds Expectations,2021
1088,Employee_1088,Marketing,93044.0,Exceeds Expectations,2018
1089,Employee_1089,Sales,106214.0,Outstanding,2023
1090,Employee_1090,Operations,116228.0,Meets Expectations,2024
1091,Employee_1091,Engineering,103984.0,Exceeds Expectations,2018
1092,Employee_1092,Marketing,95774.0,Outstanding,2021
1093,Employee_1093,Marketing,57568.0,Exceeds Expectations,2020
1094,Employee_1094,HR,117592.0,Outstanding,2020
1095,Employee_1095,HR,122563.0,Meets Expectations,2019
1096,Employee_1096,Marketing,57695.0,Exceeds Expectations,2025
1097,Employee_1097,Engineering,103190.0,Needs Improvement,2018
1098,Employee_1098,Sales,60258.0,Outstanding,2025
1099,Employee_1099,Marketing,142538.0,Exceeds Expectations,2024
1100,Employee_1100,Engineering,94504.0,Exceeds Expectations,2021
1101,Employee_1101,HR,88159.0,Exceeds Expectations,2018
1102,Employee_1102,Sales,68986.0,Exceeds Expectations,2022
1103,Employee_1103,Product,116858.0,,2023
1104,Employee_1104,Marketing,67666.0,Outstanding,2018
1105,Employee_1105,HR,93660.0,Exceeds Expectations,2018
1106,Employee_1106,Sales,58561.0,Outstanding,2025
1107,Employee_1107,Finance,81854.0,Exceeds Expectations,2025
1108,Employee_1108,Sales,119505.0,Outstanding,2020
1109,Employee_1109,Marketing,107251.0,Exceeds Expectations,2023
1110,Employee_1110,Operations,77662.0,Meets Expectations,2021
1111,Employee_1111,Sales,63392.0,Needs Improvement,2018
1112,Employee_1112,Finance,85535.0,Outstanding,2020
1113,Employee_1113,Sales,133603.0,Exceeds Expectations,2025
1114,Employee_1114,HR,107256.0,Meets Expectations,2019
1115,Employee_1115,Operations,144135.0,Needs Improvement,2023
1116,Employee_1116,Engineering,90222.0,Outstanding,2020
1117,Employee_1117,Operations,132373.0,Needs Improvement,2020
1118,Employee_1118,Marketing,134575.0,Needs Improvement,2024
1119,Employee_1119,HR,139651.0,Meets Expectations,2020
1120,Employee_1120,Sales,118335.0,Outstanding,2024
1121,Employee_1121,Operations,65965.0,Meets Expectations,2018
1122,Employee_1122,Product,79538.0,Meets Expectations,2018
1123,Employee_1123,Operations,125592.0,Outstanding,2025
1124,Employee_1124,Finance,63110.0,Exceeds Expectations,2019
1125,Employee_1125,Marketing,134309.0,Needs Improvement,2022
1126,Employee_1126,Marketing,82266.0,Needs Improvement,2022
1127,Employee_1127,Finance,107992.0,Needs Improvement,2022
1128,Employee_1128,HR,137948.0,Outstanding,2025
1129,Employee_1129,Operations,,Outstanding,2024
1130,Employee_1130,HR,55206.0,Needs Improvement,2025
1131,Employee_1131,Marketing,142054.0,Exceeds Expectations,2023
1132,Employee_1132,Product,142897.0,Needs Improvement,2023
1133,Employee_1133,Operations,78419.0,Meets Expectations,2019
1134,Employee_1134,Sales,105636.0,Meets Expectations,2023
1135,Employee_1135,Marketing,105015.0,Needs Improvement,2022
1136,Employee_1136,Product,109268.0,Needs Improvement,2022
1137,Employee_1137,Marketing,142939.0,Meets Expectations,2025
1138,Employee_1138,Engineering,73141.0,Outstanding,2020
1139,Employee_1139,Finance,135356.0,Exceeds Expectations,2023
1140,Employee_1140,Sales,126910.0,Exceeds Expectations,2025
1141,Employee_1141,Sales,111044.0,Outstanding,2018
1142,Employee_1142,Sales,122214.0,Outstanding,2018
1143,Employee_1143,HR,88827.0,Meets Expectations,2020
1144,Employee_1144,Marketing,110820.0,Exceeds Expectations,2020
1145,Employee_1145,Marketing,117623.0,Exceeds Expectations,2020
1146,Employee_1146,Product,136734.0,Exceeds Expectations,2025
1147,Employee_1147,Product,130450.0,Meets Expectations,2018
1148,Employee_1148,Marketing,77299.0,Needs Improvement,2022
1149,Employee_1149,Marketing,98585.0,Exceeds Expectations,2020
1150,Employee_1150,Marketing,119044.0,Outstanding,2019
1151,Employee_1151,Product,97557.0,Meets Expectations,2024
1152,Employee_1152,Operations,,Needs Improvement,2025
1153,Employee_1153,Marketing,57693.0,Exceeds Expectations,2020
1154,Employee_1154,Product,124163.0,Meets Expectations,2024
1155,Employee_1155,Marketing,80939.0,Meets Expectations,2021
1156,Employee_1156,Product,103925.0,Meets Expectations,2020
1157,Employee_1157,Product,97941.0,Exceeds Expectations,2018
1158,Employee_1158,Sales,76834.0,Exceeds Expectations,2023
1159,Employee_1159,Operations,73047.0,Needs Improvement,2020
1160,Employee_1160,HR,81105.0,Outstanding,2025
1161,Employee_1161,Sales,130766.0,Exceeds Expectations,2023
1162,Employee_1162,HR,70707.0,Meets Expectations,2021
1163,Employee_1163,Finance,76976.0,Outstanding,2019
1164,Employee_1164,Marketing,99262.0,Meets Expectations,2023
1165,Employee_1165,Operations,78776.0,Exceeds Expectations,2024
1166,Employee_1166,Marketing,85080.0,Outstanding,2022
1167,Employee_1167,HR,121842.0,Needs Improvement,2020
1168,Employee_1168,HR,,Outstanding,2021
1169,Employee_1169,Sales,61776.0,Meets Expectations,2021
1170,Employee_1170,Finance,110016.0,Outstanding,2023
1171,Employee_1171,Marketing,64474.0,Meets Expectations,2019
1172,Employee_1172,Finance,113053.0,Needs Improvement,2018
1173,Employee_1173,HR,76959.0,Exceeds Expectations,2020
1174,Employee_1174,Engineering,60530.0,Meets Expectations,2021
1175,Employee_1175,Product,58748.0,Needs Improvement,2019
1176,Employee_1176,Product,,Outstanding,2022
1177,Employee_1177,Operations,121199.0,Outstanding,2021
1178,Employee_1178,Sales,89766.0,Needs Improvement,2019
1179,Employee_1179,Marketing,128530.0,Needs Improvement,2025
1180,Employee_1180,Product,116087.0,Exceeds Expectations,2018
1181,Employee_1181,Operations,,Outstanding,2018
1182,Employee_1182,Sales,,Outstanding,2021
1183,Employee_1183,HR,,Meets Expectations,2024
1184,Employee_1184,Product,101576.0,Exceeds Expectations,2021
1185,Employee_1185,Product,94353.0,Outstanding,2023
1186,Employee_1186,Marketing,117003.0,Exceeds Expectations,2020
1187,Employee_1187,Product,138211.0,Exceeds Expectations,2019
1188,Employee_1188,Finance,107733.0,Needs Improvement,2021
1189,Employee_1189,Sales,120318.0,Needs Improvement,2020
1190,Employee_1190,Engineering,144474.0,Meets Expectations,2023
1191,Employee_1191,Finance,78664.0,Meets Expectations,2025
1192,Employee_1192,HR,122172.0,Needs Improvement,2025
1193,Employee_1193,Engineering,,Meets Expectations,2020
1194,Employee_1194,Marketing,81736.0,Outstanding,2021
1195,Employee_1195,Engineering,55854.0,Outstanding,2018
1196,Employee_1196,Marketing,93623.0,Outstanding,2019
1197,Employee_1197,Product,62392.0,Needs Improvement,2019
1198,Employee_1198,Marketing,110680.0,Meets Expectations,2025
1199,Employee_1199,Marketing,101717.0,Needs Improvement,2025
1200,Employee_1200,HR,142092.0,Outstanding,2018
1201,Employee_1201,Product,105859.0,Outstanding,2024
1202,Employee_1202,HR,81309.0,Meets Expectations,2021
1203,Employee_1203,Marketing,142455.0,Outstanding,2025
1204,Employee_1204,Marketing,118734.0,Exceeds Expectations,2025
1205,Employee_1205,Marketing,125467.0,Outstanding,2025
1206,Employee_1206,Operations,107662.0,Exceeds Expectations,2019
1207,Employee_1207,Operations,67688.0,Outstanding,2021
1208,Employee_1208,Sales,80342.0,Exceeds Expectations,2023
1209,Employee_1209,Finance,92157.0,Needs Improvement,2021
1210,Employee_1210,HR,122863.0,Outstanding,2020
1211,Employee_1211,Sales,107083.0,Outstanding,2018
1212,Employee_1212,Engineering,120733.0,Exceeds Expectations,2024
1213,Employee_1213,Operations,144045.0,Meets Expectations,2025
1214,Employee_1214,Operations,89698.0,Needs Improvement,2025
1215,Employee_1215,Product,135623.0,Meets Expectations,2021
1216,Employee_1216,HR,77671.0,Needs Improvement,2024
1217,Employee_1217,Operations,80184.0,Outstanding,2025
1218,Employee_1218,Product,97107.0,Needs Improvement,2024
1219,Employee_1219,HR,141202.0,Meets Expectations,2023
1220,Employee_1220,HR,106663.0,Meets Expectations,2022
1221,Employee_1221,Sales,70708.0,Outstanding,2018
1222,Employee_1222,Finance,104811.0,Outstanding,2024
1223,Employee_1223,Sales,57811.0,Meets Expectations,2019
1224,Employee_1224,Marketing,111250.0,Needs Improvement,2020
1225,Employee_1225,Sales,127082.0,Exceeds Expectations,2019
1226,Employee_1226,Operations,89754.0,Outstanding,2025
1227,Employee_1227,Finance,66411.0,Meets Expectations,2023
1228,Employee_1228,Marketing,57911.0,Meets Expectations,2023
1229,Employee_1229,HR,122270.0,Outstanding,2019
1230,Employee_1230,Operations,138763.0,Outstanding,2018
1231,Employee_1231,Finance,63680.0,Meets Expectations,2019
1232,Employee_1232,Engineering,139896.0,Outstanding,2021
1233,Employee_1233,Sales,138879.0,Meets Expectations,2025
1234,Employee_1234,Engineering,126295.0,Meets Expectations,2025
1235,Employee_1235,Operations,143614.0,Outstanding,2019
1236,Employee_1236,Operations,66111.0,Exceeds Expectations,2020
1237,Employee_1237,Sales,92504.0,Exceeds Expectations,2020
1238,Employee_1238,Operations,56802.0,Exceeds Expectations,2025
1239,Employee_1239,Operations,63155.0,Exceeds Expectations,2022
1240,Employee_1240,Product,,Meets Expectations,2020
1241,Employee_1241,Sales,94384.0,Exceeds Expectations,2019
1242,Employee_1242,Product,102254.0,Outstanding,2020
1243,Employee_1243,Finance,76918.0,Outstanding,2025
1244,Employee_1244,HR,140981.0,Needs Improvement,2018
1245,Employee_1245,Marketing,115713.0,Needs Improvement,2024
1246,Employee_1246,Marketing,85306.0,Needs Improvement,2020
1247,Employee_1247,HR,71646.0,Needs Improvement,2021
1248,Employee_1248,HR,101843.0,Needs Improvement,2018
1249,Employee_1249,Sales,71371.0,Meets Expectations,2022
1250,Employee_1250,Sales,132371.0,Meets Expectations,2021
1251,Employee_1251,Sales,57049.0,,2019
1252,Employee_1252,HR,86616.0,Needs Improvement,2024
1253,Employee_1253,Sales,75932.0,Meets Expectations,2019
1254,Employee_1254,Product,84855.0,Outstanding,2024
1255,Employee_1255,Sales,116434.0,Exceeds Expectations,2024
1256,Employee_1256,Operations,127694.0,Meets Expectations,2019
1257,Employee_1257,Operations,98016.0,Meets Expectations,2021
1258,Employee_1258,Marketing,62400.0,Exceeds Expectations,2021
1259,Employee_1259,Product,97642.0,Needs Improvement,2024
1260,Employee_1260,HR,70151.0,Needs Improvement,2021
1261,Employee_1261,Sales,106407.0,Meets Expectations,2024
1262,Employee_1262,Finance,121690.0,Needs Improvement,2025
1263,Employee_1263,Product,59499.0,Meets Expectations,2024
1264,Employee_1264,Operations,61295.0,Outstanding,2025
1265,Employee_1265,Operations,114040.0,,2018
1266,Employee_1266,Product,67183.0,Exceeds Expectations,2023
1267,Employee_1267,Product,84299.0,Meets Expectations,2018
1268,Employee_1268,Engineering,67874.0,Exceeds Expectations,2019
1269,Employee_1269,Finance,87711.0,Needs Improvement,2023
1270,Employee_1270,Operations,60539.0,Meets Expectations,2020
1271,Employee_1271,Operations,108351.0,Exceeds Expectations,2019
1272,Employee_1272,HR,116267.0,Exceeds Expectations,2022
1273,Employee_1273,HR,103354.0,Needs Improvement,2018
1274,Employee_1274,Product,57557.0,Outstanding,2021
1275,Employee_1275,Sales,93360.0,Exceeds Expectations,2018
1276,Employee_1276,Sales,137018.0,Exceeds Expectations,2021
1277,Employee_1277,Finance,57200.0,Needs Improvement,2023
1278,Employee_1278,Marketing,123497.0,Meets Expectations,2022
1279,Employee_1279,Operations,101975.0,Needs Improvement,2023
1280,Employee_1280,HR,76357.0,Exceeds Expectations,2022
1281,Employee_1281,Engineering,132505.0,Exceeds Expectations,2018
1282,Employee_1282,Engineering,,Meets Expectations,2021
1283,Employee_1283,Engineering,116135.0,,2023
1284,Employee_1284,Sales,105108.0,Meets Expectations,2022
1285,Employee_1285,Product,93467.0,Needs Improvement,2024
1286,Employee_1286,Product,78328.0,Outstanding,2019
1287,Employee_1287,Finance,141831.0,Meets Expectations,2019
1288,Employee_1288,Finance,58987.0,Meets Expectations,2023
1289,Employee_1289,Finance,113871.0,Meets Expectations,2021
1290,Employee_1290,HR,77399.0,Needs Improvement,2024
1291,Employee_1291,HR,101214.0,Needs Improvement,2023
1292,Employee_1292,Finance,141416.0,Needs Improvement,2018
1293,Employee_1293,Product,125271.0,Outstanding,2022
1294,Employee_1294,Sales,99064.0,Meets Expectations,2025
1295,Employee_1295,Operations,125091.0,Exceeds Expectations,2018
1296,Employee_1296,Marketing,95818.0,Exceeds Expectations,2019
1297,Employee_1297,Product,100525.0,Outstanding,2022
1298,Employee_1298,Engineering,74830.0,Exceeds Expectations,2023
1299,Employee_1299,HR,72429.0,Exceeds Expectations,2018
1300,Employee_1300,Operations,61893.0,Meets Expectations,2020
1301,Employee_1301,Operations,134909.0,Needs Improvement,2025
1302,Employee_1302,Operations,102333.0,Needs Improvement,2021
1303,Employee_1303,Marketing,58436.0,Exceeds Expectations,2024
1304,Employee_1304,Finance,129290.0,Exceeds Expectations,2024
1305,Employee_1305,Finance,131213.0,Needs Improvement,2021
1306,Employee_1306,HR,60895.0,Outstanding,2020
1307,Employee_1307,Sales,74738.0,Outstanding,2019
1308,Employee_1308,Engineering,85746.0,Outstanding,2022
1309,Employee_1309,HR,104377.0,Meets Expectations,2021
1310,Employee_1310,Operations,103404.0,Meets Expectations,2020
1311,Employee_1311,Product,109045.0,Exceeds Expectations,2023
1312,Employee_1312,Operations,94790.0,Exceeds Expectations,2025
1313,Employee_1313,Engineering,60600.0,Meets Expectations,2024
1314,Employee_1314,Engineering,95764.0,Outstanding,2025
1315,Employee_1315,HR,129543.0,Needs Improvement,2020
1316,Employee_1316,Sales,100714.0,Meets Expectations,2025
1317,Employee_1317,Sales,111835.0,Needs Improvement,2019
1318,Employee_1318,Operations,128744.0,Outstanding,2019
1319,Employee_1319,HR,111491.0,Outstanding,2018
1320,Employee_1320,Sales,73589.0,Outstanding,2021
1321,Employee_1321,Marketing,98484.0,Meets Expectations,2018
1322,Employee_1322,Sales,137989.0,Meets Expectations,2025
1323,Employee_1323,Operations,91212.0,Meets Expectations,2024
1324,Employee_1324,Sales,98525.0,Needs Improvement,2020
1325,Employee_1325,Engineering,102202.0,Exceeds Expectations,2022
1326,Employee_1326,Product,87635.0,Exceeds Expectations,2025
1327,Employee_1327,Marketing,118208.0,Exceeds Expectations,2022
1328,Employee_1328,Engineering,88828.0,Meets Expectations,2019
1329,Employee_1329,Product,73711.0,Meets Expectations,2022
1330,Employee_1330,HR,58420.0,Exceeds Expectations,2022
1331,Employee_1331,Product,55301.0,Needs Improvement,2024
1332,Employee_1332,Marketing,100236.0,Meets Expectations,2022
1333,Employee_1333,HR,121235.0,Needs Improvement,2025
1334,Employee_1334,Product,109240.0,Meets Expectations,2020
1335,Employee_1335,Sales,120726.0,Needs Improvement,2022
1336,Employee_1336,Operations,65492.0,Exceeds Expectations,2023
1337,Employee_1337,Operations,61102.0,Meets Expectations,2022
1338,Employee_1338,Product,105336.0,Meets Expectations,2022
1339,Employee_1339,Product,140314.0,Meets Expectations,2018
1340,Employee_1340,Product,81641.0,Meets Expectations,2020
1341,Employee_1341,Engineering,89584.0,Outstanding,2025
1342,Employee_1342,Operations,87745.0,Meets Expectations,2019
1343,Employee_1343,Sales,78093.0,Exceeds Expectations,2018
1344,Employee_1344,Finance,121105.0,Needs Improvement,2025
1345,Employee_1345,HR,106885.0,Meets Expectations,2021
1346,Employee_1346,Marketing,91631.0,Meets Expectations,2020
1347,Employee_1347,Engineering,127991.0,Outstanding,2023
1348,Employee_1348,Operations,59014.0,Meets Expectations,2020
1349,Employee_1349,Sales,66093.0,Meets Expectations,2021
1350,Employee_1350,Finance,73070.0,Exceeds Expectations,2021
1351,Employee_1351,Marketing,90777.0,,2021
1352,Employee_1352,Engineering,111958.0,Exceeds Expectations,2024
1353,Employee_1353,Finance,137074.0,Needs Improvement,2019
1354,Employee_1354,Finance,65729.0,Needs Improvement,2022
1355,Employee_1355,Product,100017.0,Exceeds Expectations,2020
1356,Employee_1356,Finance,121320.0,Needs Improvement,2025
1357,Employee_1357,Finance,82751.0,Meets Expectations,2024
1358,Employee_1358,Engineering,133069.0,Needs Improvement,2025
1359,Employee_1359,HR,109748.0,Outstanding,2022
1360,Employee_1360,Product,60801.0,Exceeds Expectations,2022
1361,Employee_1361,Operations,74190.0,Exceeds Expectations,2023
1362,Employee_1362,HR,104689.0,Exceeds Expectations,2021
1363,Employee_1363,Marketing,105993.0,Needs Improvement,2019
1364,Employee_1364,Sales,84592.0,Meets Expectations,2023
1365,Employee_1365,HR,,Exceeds Expectations,2018
1366,Employee_1366,Finance,63716.0,Meets Expectations,2024
1367,Employee_1367,Sales,143891.0,Meets Expectations,2024
1368,Employee_1368,HR,142545.0,Outstanding,2019
1369,Employee_1369,Engineering,144912.0,Needs Improvement,2022
1370,Employee_1370,Finance,125316.0,Exceeds Expectations,2025
1371,Employee_1371,HR,57368.0,Outstanding,2024
1372,Employee_1372,Product,132575.0,Outstanding,2019
1373,Employee_1373,HR,61655.0,Meets Expectations,2024
1374,Employee_1374,Engineering,125031.0,Exceeds Expectations,2024
1375,Employee_1375,Finance,131429.0,Exceeds Expectations,2021
1376,Employee_1376,Operations,142922.0,Exceeds Expectations,2018
1377,Employee_1377,Sales,110766.0,Meets Expectations,2021
1378,Employee_1378,HR,68403.0,Exceeds Expectations,2018
1379,Employee_1379,Product,87097.0,Meets Expectations,2024
1380,Employee_1380,Sales,133657.0,Exceeds Expectations,2023
1381,Employee_1381,HR,65966.0,Exceeds Expectations,2025
1382,Employee_1382,Finance,107921.0,Needs Improvement,2022
1383,Employee_1383,HR,104726.0,Meets Expectations,2024
1384,Employee_1384,HR,105300.0,Needs Improvement,2018
1385,Employee_1385,Finance,77677.0,Outstanding,2018
1386,Employee_1386,Marketing,110609.0,Meets Expectations,2018
1387,Employee_1387,Operations,111661.0,Needs Improvement,2024
1388,Employee_1388,HR,86024.0,Meets Expectations,2019
1389,Employee_1389,Finance,125313.0,Needs Improvement,2023
1390,Employee_1390,Sales,108006.0,Exceeds Expectations,2019
1391,Employee_1391,Engineering,70338.0,Needs Improvement,2022
1392,Employee_1392,Marketing,123027.0,Outstanding,2024
1393,Employee_1393,Product,135135.0,Meets Expectations,2018
1394,Employee_1394,Operations,74508.0,Meets Expectations,2023
1395,Employee_1395,Sales,58051.0,Exceeds Expectations,2023
1396,Employee_1396,Finance,103747.0,Needs Improvement,2020
1397,Employee_1397,Operations,142142.0,Needs Improvement,2022
1398,Employee_1398,Engineering,142235.0,Needs Improvement,2025
1399,Employee_1399,Finance,109021.0,Meets Expectations,2025
1400,Employee_1400,Operations,121412.0,Outstanding,2023
1401,Employee_1401,Sales,113335.0,Meets Expectations,2024
1402,Employee_1402,Finance,111179.0,Exceeds Expectations,2018
1403,Employee_1403,Engineering,,Needs Improvement,2018
1404,Employee_1404,Marketing,124678.0,Needs Improvement,2023
1405,Employee_1405,Finance,135738.0,Exceeds Expectations,2019
1406,Employee_1406,Engineering,94734.0,Exceeds Expectations,2022
1407,Employee_1407,Product,127615.0,Meets Expectations,2018
1408,Employee_1408,Marketing,128523.0,Exceeds Expectations,2023
1409,Employee_1409,Finance,72019.0,,2018
1410,Employee_1410,Sales,138613.0,Needs Improvement,2025
1411,Employee_1411,Marketing,141672.0,Meets Expectations,2023
1412,Employee_1412,Operations,128847.0,Needs Improvement,2022
1413,Employee_1413,Sales,,Outstanding,2023
1414,Employee_1414,Finance,134634.0,Exceeds Expectations,2020
1415,Employee_1415,Operations,83251.0,Outstanding,2023
1416,Employee_1416,HR,80945.0,Outstanding,2023
1417,Employee_1417,Product,87217.0,Exceeds Expectations,2024
1418,Employee_1418,HR,63308.0,Meets Expectations,2025
1419,Employee_1419,Product,60949.0,,2022
1420,Employee_1420,HR,106990.0,Exceeds Expectations,2024
1421,Employee_1421,Engineering,56150.0,Meets Expectations,2023
1422,Employee_1422,Marketing,144480.0,Exceeds Expectations,2022
1423,Employee_1423,HR,129740.0,Needs Improvement,2020
1424,Employee_1424,Engineering,121617.0,,2022
1425,Employee_1425,HR,,Meets Expectations,2018
1426,Employee_1426,Operations,101175.0,Exceeds Expectations,2024
1427,Employee_1427,Operations,62805.0,Needs Improvement,2022
1428,Employee_1428,Marketing,60237.0,Outstanding,2025
1429,Employee_1429,Product,75056.0,Exceeds Expectations,2020
1430,Employee_1430,Engineering,100543.0,Meets Expectations,2021
1431,Employee_1431,Engineering,111556.0,Meets Expectations,2023
1432,Employee_1432,Marketing,58343.0,Exceeds Expectations,2022
1433,Employee_1433,Sales,68500.0,Needs Improvement,2023
1434,Employee_1434,Finance,108222.0,Meets Expectations,2019
1435,Employee_1435,HR,84375.0,Needs Improvement,2018
1436,Employee_1436,Finance,64662.0,Exceeds Expectations,2024
1437,Employee_1437,Engineering,71964.0,Exceeds Expectations,2018
1438,Employee_1438,Sales,114638.0,Meets Expectations,2019
1439,Employee_1439,Product,128666.0,Exceeds Expectations,2019
1440,Employee_1440,Operations,140067.0,Outstanding,2024
1441,Employee_1441,Marketing,122215.0,Meets Expectations,2022
1442,Employee_1442,Marketing,124042.0,Exceeds Expectations,2019
1443,Employee_1443,Sales,68284.0,Exceeds Expectations,2021
1444,Employee_1444,HR,127789.0,Needs Improvement,2023
1445,Employee_1445,Product,139664.0,Exceeds Expectations,2023
1446,Employee_1446,HR,116389.0,Exceeds Expectations,2020
1447,Employee_1447,Sales,64435.0,Needs Improvement,2025
1448,Employee_1448,Engineering,109340.0,Needs Improvement,2019
1449,Employee_1449,Operations,99078.0,Meets Expectations,2019
1450,Employee_1450,Product,133832.0,Meets Expectations,2021
1451,Employee_1451,Operations,106293.0,Meets Expectations,2018
1452,Employee_1452,Marketing,133781.0,Needs Improvement,2018
1453,Employee_1453,Sales,115403.0,Exceeds Expectations,2023
1454,Employee_1454,HR,84124.0,Outstanding,2023
1455,Employee_1455,Marketing,98919.0,Exceeds Expectations,2022
1456,Employee_1456,Product,90247.0,Outstanding,2024
1457,Employee_1457,Engineering,117752.0,Exceeds Expectations,2025
1458,Employee_1458,Product,111573.0,Needs Improvement,2021
1459,Employee_1459,Finance,114101.0,Needs Improvement,2024
1460,Employee_1460,Operations,81646.0,,2024
1461,Employee_1461,HR,78049.0,Outstanding,2020
1462,Employee_1462,Finance,134605.0,Needs Improvement,2024
1463,Employee_1463,Engineering,123385.0,Needs Improvement,2020
1464,Employee_1464,HR,95158.0,Needs Improvement,2024
1465,Employee_1465,HR,120417.0,Meets Expectations,2021
1466,Employee_1466,Product,78289.0,Exceeds Expectations,2020
1467,Employee_1467,Sales,64823.0,Meets Expectations,2018
